#id, 楼层, 上/下按钮, 要去几层, 读取下一条数据间隔时间
3300,7,UP,20,1
3301,18,DOWN,1,5
3302,22,DOWN,6,3
3303,2,DOWN,1,5
3304,17,DOWN,11,4
3305,6,UP,16,6
3306,24,DOWN,21,6
3307,7,UP,10,6
3308,8,DOWN,2,2
3309,23,UP,24,6
3310,20,DOWN,8,6
3311,23,DOWN,4,5
3312,24,DOWN,21,6
3313,11,DOWN,10,5
3314,20,DOWN,10,6
3315,24,DOWN,1,2
3316,12,DOWN,10,4
3317,2,UP,7,3
3318,7,UP,11,2
3319,7,UP,14,4
3320,20,DOWN,3,6
3321,5,UP,21,2
3322,7,UP,12,3
3323,16,UP,22,4
3324,14,UP,19,6
3325,18,UP,21,6
3326,20,DOWN,17,4
3327,22,DOWN,3,5
3328,3,UP,21,2
3329,4,UP,12,3
3330,2,DOWN,1,4
3331,5,UP,7,2
3332,23,DOWN,15,2
3333,17,DOWN,4,2
3334,20,UP,23,2
3335,13,DOWN,10,4
3336,4,UP,13,5
3337,20,DOWN,14,1
3338,18,DOWN,3,6
3339,17,DOWN,8,3
3340,4,DOWN,2,5
3341,9,DOWN,6,4
3342,21,DOWN,11,6
3343,12,DOWN,10,1
3344,8,UP,9,2
3345,7,UP,11,6
3346,5,UP,19,3
3347,5,UP,14,6
3348,2,UP,9,5
3349,24,DOWN,9,6
3350,12,UP,13,6
3351,17,DOWN,13,3
3352,4,UP,6,6
3353,4,UP,13,5
3354,2,UP,3,1
3355,22,DOWN,16,4
3356,19,DOWN,4,2
3357,20,DOWN,13,3
3358,20,DOWN,7,2
3359,8,DOWN,7,3
3360,4,UP,22,1
3361,20,DOWN,10,2
3362,3,UP,20,3
3363,20,DOWN,15,2
3364,18,DOWN,4,3
3365,24,DOWN,4,6
3366,6,UP,14,1
3367,2,UP,14,5
3368,1,UP,11,2
3369,8,UP,24,3
3370,13,DOWN,4,6
3371,7,DOWN,5,6
3372,9,UP,14,6
3373,23,UP,24,1
3374,3,UP,7,3
3375,15,DOWN,3,3
3376,18,UP,21,5
3377,6,DOWN,4,3
3378,11,DOWN,3,5
3379,9,DOWN,3,1
3380,23,DOWN,3,4
3381,7,UP,10,4
3382,3,UP,12,2
3383,13,DOWN,1,5
3384,8,UP,16,1
3385,4,DOWN,2,5
3386,15,UP,24,5
3387,24,DOWN,22,5
3388,9,UP,16,2
3389,15,DOWN,4,1
3390,22,DOWN,20,3
3391,5,UP,18,6
3392,19,DOWN,18,4
3393,18,DOWN,3,1
3394,24,DOWN,3,2
3395,11,UP,14,6
3396,21,DOWN,12,5
3397,14,UP,19,3
3398,11,UP,16,2
3399,23,DOWN,18,4
3400,19,DOWN,10,5
3401,4,UP,24,3
3402,7,UP,14,3
3403,10,DOWN,3,2
3404,10,UP,17,5
3405,13,UP,19,4
3406,13,UP,17,5
3407,2,UP,8,2
3408,20,DOWN,2,3
3409,19,UP,24,6
3410,23,DOWN,20,2
3411,9,UP,20,1
3412,21,DOWN,19,6
3413,21,DOWN,3,5
3414,5,UP,17,6
3415,1,UP,12,2
3416,3,UP,16,3
3417,7,UP,21,1
3418,11,DOWN,9,4
3419,11,DOWN,3,4
3420,1,UP,8,2
3421,10,DOWN,3,4
3422,6,UP,18,3
3423,2,UP,5,4
3424,18,DOWN,11,2
3425,10,DOWN,5,4
3426,22,DOWN,7,4
3427,8,DOWN,2,4
3428,18,DOWN,13,5
3429,21,DOWN,11,5
3430,22,DOWN,17,5
3431,10,UP,19,4
3432,16,UP,21,5
3433,24,DOWN,7,1
3434,1,UP,2,5
3435,10,UP,22,2
3436,7,UP,11,1
3437,7,UP,21,3
3438,16,DOWN,2,4
3439,8,UP,20,5
3440,3,UP,6,6
3441,1,UP,21,2
3442,22,DOWN,8,5
3443,21,DOWN,18,2
3444,16,DOWN,14,4
3445,5,UP,19,1
3446,21,DOWN,14,5
3447,13,DOWN,5,1
3448,22,DOWN,12,4
3449,13,UP,22,4
3450,2,UP,17,5
3451,7,UP,11,3
3452,19,DOWN,7,2
3453,12,UP,24,2
3454,21,DOWN,8,3
3455,14,UP,24,5
3456,10,UP,12,6
3457,23,DOWN,10,4
3458,18,DOWN,11,4
3459,12,UP,19,4
3460,24,DOWN,9,4
3461,24,DOWN,3,3
3462,13,UP,21,3
3463,2,UP,3,6
3464,3,UP,24,5
3465,9,UP,11,3
3466,12,UP,21,6
3467,15,DOWN,14,3
3468,14,DOWN,12,2
3469,8,UP,23,2
3470,7,UP,17,6
3471,21,UP,24,3
3472,6,UP,13,1
3473,14,DOWN,8,5
3474,8,DOWN,6,3
3475,3,DOWN,1,6
3476,17,UP,24,3
3477,7,UP,20,3
3478,7,UP,10,5
3479,13,UP,18,3
3480,2,UP,19,2
3481,12,UP,16,3
3482,13,UP,14,1
3483,24,DOWN,4,2
3484,4,UP,23,5
3485,13,DOWN,8,2
3486,11,DOWN,8,2
3487,11,DOWN,5,2
3488,2,UP,7,5
3489,18,UP,20,1
3490,7,DOWN,6,2
3491,15,UP,24,2
3492,8,UP,21,6
3493,15,UP,23,5
3494,18,UP,23,2
3495,24,DOWN,23,5
3496,9,UP,20,3
3497,7,UP,14,1
3498,9,UP,19,1
3499,4,UP,16,6
3500,21,DOWN,1,1
3501,24,DOWN,11,4
3502,21,DOWN,10,3
3503,24,DOWN,10,3
3504,6,DOWN,4,3
3505,14,DOWN,4,1
3506,9,DOWN,2,5
3507,3,UP,11,3
3508,14,DOWN,2,3
3509,4,UP,13,3
3510,16,DOWN,10,6
3511,10,DOWN,7,4
3512,16,UP,21,5
3513,21,DOWN,5,6
3514,1,UP,11,1
3515,20,DOWN,7,1
3516,24,DOWN,4,2
3517,17,DOWN,16,4
3518,9,UP,21,3
3519,15,DOWN,3,2
3520,1,UP,5,3
3521,18,DOWN,12,1
3522,23,DOWN,10,3
3523,6,UP,24,4
3524,2,UP,16,5
3525,3,UP,13,4
3526,16,UP,17,3
3527,21,DOWN,4,5
3528,23,DOWN,18,1
3529,5,UP,14,5
3530,10,DOWN,2,5
3531,3,UP,21,1
3532,10,UP,22,5
3533,14,DOWN,13,5
3534,22,DOWN,11,4
3535,20,UP,23,6
3536,12,UP,16,3
3537,3,DOWN,1,5
3538,2,UP,21,3
3539,20,DOWN,10,1
3540,13,UP,24,2
3541,11,DOWN,4,6
3542,6,DOWN,3,4
3543,12,DOWN,10,2
3544,12,DOWN,6,6
3545,20,UP,24,2
3546,22,DOWN,3,1
3547,16,DOWN,4,5
3548,12,UP,14,6
3549,5,UP,22,6
3550,2,UP,20,2
3551,8,UP,9,3
3552,9,UP,11,5
3553,10,DOWN,9,4
3554,3,UP,24,3
3555,21,DOWN,2,6
3556,17,UP,21,5
3557,3,UP,20,5
3558,3,UP,21,1
3559,24,DOWN,9,1
3560,23,DOWN,7,3
3561,6,UP,22,3
3562,16,DOWN,9,2
3563,14,DOWN,1,1
3564,10,UP,18,3
3565,19,DOWN,6,5
3566,23,DOWN,10,6
3567,8,UP,22,4
3568,14,DOWN,3,1
3569,9,UP,21,1
3570,12,UP,15,2
3571,22,DOWN,20,6
3572,23,DOWN,8,1
3573,11,UP,19,4
3574,1,UP,17,3
3575,19,DOWN,7,2
3576,9,DOWN,4,5
3577,20,UP,23,4
3578,15,DOWN,8,3
3579,24,DOWN,10,1
3580,11,DOWN,4,1
3581,9,UP,11,1
3582,12,DOWN,6,3
3583,23,DOWN,21,2
3584,1,UP,20,1
3585,7,UP,16,6
3586,13,DOWN,5,3
3587,10,DOWN,8,1
3588,4,DOWN,3,4
3589,8,UP,14,1
3590,5,UP,18,3
3591,10,UP,14,1
3592,5,UP,10,5
3593,24,DOWN,17,1
3594,16,DOWN,6,5
3595,10,UP,12,6
3596,18,DOWN,8,4
3597,24,DOWN,8,5
3598,4,UP,6,1
3599,15,DOWN,8,2
3600,15,DOWN,8,3
3601,21,DOWN,19,2
3602,21,DOWN,12,3
3603,15,UP,22,4
3604,14,UP,21,1
3605,3,UP,19,6
3606,19,DOWN,17,6
3607,4,UP,11,4
3608,10,UP,16,3
3609,8,DOWN,5,6
3610,3,UP,18,4
3611,10,DOWN,7,5
3612,12,UP,20,4
3613,22,DOWN,18,4
3614,16,DOWN,14,4
3615,24,DOWN,23,5
3616,6,UP,17,1
3617,3,UP,7,3
3618,9,UP,16,1
3619,13,DOWN,7,2
3620,14,DOWN,12,6
3621,20,DOWN,18,5
3622,4,DOWN,1,5
3623,23,DOWN,13,5
3624,18,DOWN,1,4
3625,22,DOWN,4,2
3626,22,UP,23,2
3627,2,UP,10,4
3628,19,UP,20,1
3629,24,DOWN,8,4
3630,13,UP,16,2
3631,12,UP,15,3
3632,20,DOWN,6,6
3633,14,DOWN,10,5
3634,23,DOWN,7,6
3635,13,DOWN,10,5
3636,7,UP,10,1
3637,1,UP,17,3
3638,2,UP,13,3
3639,12,DOWN,9,3
3640,12,UP,23,4
3641,3,DOWN,1,2
3642,8,DOWN,1,2
3643,20,DOWN,11,5
3644,15,DOWN,8,6
3645,7,UP,20,2
3646,11,UP,14,2
3647,7,UP,19,3
3648,15,DOWN,9,6
3649,1,UP,4,4
3650,3,UP,16,5
3651,18,DOWN,7,6
3652,24,DOWN,7,1
3653,2,UP,23,5
3654,7,UP,22,6
3655,3,UP,19,5
3656,22,DOWN,9,5
3657,16,UP,24,1
3658,1,UP,11,3
3659,18,DOWN,3,5
3660,19,UP,21,3
3661,19,DOWN,9,6
3662,23,DOWN,20,1
3663,22,DOWN,5,5
3664,8,DOWN,4,2
3665,17,DOWN,2,2
3666,13,DOWN,9,2
3667,23,DOWN,5,5
3668,12,UP,24,6
3669,1,UP,14,1
3670,7,UP,10,6
3671,17,DOWN,10,5
3672,10,DOWN,3,2
3673,8,UP,20,4
3674,21,DOWN,12,1
3675,4,UP,21,3
3676,20,DOWN,2,5
3677,22,DOWN,16,5
3678,9,DOWN,7,6
3679,14,UP,15,6
3680,9,UP,18,5
3681,10,UP,24,3
3682,18,UP,20,1
3683,8,DOWN,3,4
3684,15,UP,16,1
3685,24,DOWN,16,2
3686,22,UP,24,5
3687,23,DOWN,20,5
3688,14,DOWN,6,4
3689,4,UP,16,5
3690,11,DOWN,5,3
3691,4,UP,20,3
3692,6,UP,12,6
3693,22,DOWN,18,2
3694,15,DOWN,14,5
3695,18,UP,24,6
3696,20,DOWN,16,6
3697,11,DOWN,5,2
3698,5,UP,19,5
3699,11,DOWN,10,3
3700,17,DOWN,10,4
3701,19,UP,24,5
3702,8,UP,13,3
3703,13,UP,14,6
3704,19,DOWN,1,2
3705,18,UP,21,3
3706,24,DOWN,14,1
3707,23,DOWN,6,4
3708,9,UP,20,3
3709,12,DOWN,1,6
3710,21,DOWN,2,2
3711,22,DOWN,12,3
3712,10,UP,24,1
3713,14,UP,22,5
3714,21,DOWN,5,6
3715,1,UP,24,6
3716,4,DOWN,2,5
3717,9,DOWN,5,5
3718,12,DOWN,9,2
3719,4,UP,12,5
3720,2,UP,16,1
3721,5,UP,19,6
3722,3,UP,8,3
3723,12,DOWN,4,1
3724,8,UP,11,2
3725,15,DOWN,3,5
3726,6,UP,7,2
3727,12,UP,22,4
3728,2,UP,22,4
3729,23,DOWN,5,2
3730,7,UP,13,6
3731,22,DOWN,7,4
3732,15,DOWN,2,5
3733,6,UP,17,5
3734,9,DOWN,5,6
3735,24,DOWN,16,5
3736,16,DOWN,7,2
3737,9,UP,24,3
3738,10,UP,14,1
3739,21,DOWN,20,4
3740,5,UP,6,5
3741,20,DOWN,1,2
3742,20,DOWN,3,2
3743,20,UP,23,5
3744,13,UP,19,1
3745,19,UP,20,5
3746,1,UP,21,4
3747,14,DOWN,10,6
3748,1,UP,11,3
3749,7,DOWN,2,2
3750,10,UP,16,2
3751,2,UP,3,5
3752,7,DOWN,4,5
3753,6,UP,20,5
3754,17,DOWN,16,1
3755,18,UP,23,1
3756,23,DOWN,8,4
3757,18,DOWN,15,5
3758,19,UP,20,5
3759,15,UP,23,5
3760,21,DOWN,9,3
3761,4,UP,19,4
3762,13,DOWN,5,4
3763,2,UP,20,5
3764,12,DOWN,6,6
3765,12,UP,16,5
3766,21,DOWN,10,5
3767,18,DOWN,15,3
3768,4,UP,7,5
3769,20,DOWN,1,6
3770,21,DOWN,17,3
3771,14,DOWN,2,5
3772,18,DOWN,15,6
3773,1,UP,22,1
3774,7,UP,24,1
3775,24,DOWN,3,1
3776,16,UP,21,5
3777,10,UP,20,6
3778,17,DOWN,10,4
3779,11,UP,22,3
3780,21,DOWN,12,6
3781,10,UP,18,1
3782,13,DOWN,12,1
3783,5,UP,6,3
3784,2,UP,12,6
3785,9,DOWN,7,2
3786,7,DOWN,6,5
3787,17,DOWN,6,3
3788,16,DOWN,5,6
3789,24,DOWN,6,6
3790,23,DOWN,7,4
3791,5,UP,13,3
3792,15,DOWN,14,1
3793,19,DOWN,12,6
3794,1,UP,11,5
3795,3,DOWN,2,6
3796,15,DOWN,6,6
3797,7,UP,14,1
3798,20,DOWN,4,5
3799,14,DOWN,7,4
3800,12,DOWN,1,3
3801,12,DOWN,6,1
3802,22,DOWN,17,2
3803,15,DOWN,8,2
3804,23,DOWN,6,1
3805,6,UP,7,1
3806,22,DOWN,7,6
3807,9,DOWN,2,5
3808,9,UP,24,6
3809,9,UP,23,6
3810,17,UP,20,3
3811,4,UP,9,1
3812,7,UP,15,1
3813,24,DOWN,22,3
3814,6,UP,24,3
3815,24,DOWN,15,5
3816,8,UP,22,1
3817,16,DOWN,3,1
3818,12,DOWN,1,5
3819,9,DOWN,2,5
3820,24,DOWN,1,1
3821,6,DOWN,3,1
3822,3,UP,17,3
3823,11,UP,12,3
3824,15,DOWN,12,2
3825,19,DOWN,15,2
3826,5,UP,14,3
3827,14,DOWN,6,3
3828,6,UP,10,1
3829,12,DOWN,8,3
3830,5,UP,10,4
3831,22,DOWN,3,6
3832,10,UP,22,3
3833,10,DOWN,7,1
3834,2,DOWN,1,2
3835,2,UP,14,6
3836,18,DOWN,10,1
3837,1,UP,3,5
3838,2,UP,10,3
3839,6,UP,11,2
3840,9,DOWN,4,1
3841,16,DOWN,8,2
3842,10,UP,21,4
3843,19,DOWN,13,3
3844,17,DOWN,7,4
3845,22,UP,24,2
3846,1,UP,21,1
3847,4,UP,21,5
3848,22,DOWN,13,3
3849,22,DOWN,12,6
3850,12,DOWN,11,6
3851,13,DOWN,3,5
3852,24,DOWN,14,4
3853,24,DOWN,19,3
3854,18,DOWN,7,6
3855,24,DOWN,13,3
3856,10,UP,17,2
3857,22,DOWN,19,5
3858,8,UP,11,6
3859,23,DOWN,6,2
3860,15,DOWN,5,6
3861,6,UP,12,3
3862,23,DOWN,22,3
3863,24,DOWN,9,2
3864,12,UP,19,5
3865,8,UP,22,4
3866,10,UP,13,3
3867,19,DOWN,5,6
3868,4,UP,7,3
3869,9,DOWN,5,1
3870,19,DOWN,10,1
3871,22,DOWN,13,1
3872,2,UP,18,3
3873,19,DOWN,14,4
3874,5,UP,18,5
3875,10,DOWN,6,2
3876,13,UP,23,2
3877,16,UP,20,1
3878,17,UP,24,3
3879,15,DOWN,5,2
3880,11,UP,14,4
3881,2,UP,15,2
3882,11,DOWN,2,4
3883,6,UP,10,5
3884,11,UP,17,3
3885,2,UP,21,6
3886,2,DOWN,1,4
3887,22,DOWN,2,4
3888,15,DOWN,4,1
3889,15,DOWN,11,1
3890,21,DOWN,19,5
3891,11,UP,18,2
3892,4,UP,7,3
3893,19,DOWN,4,4
3894,15,DOWN,11,5
3895,1,UP,2,3
3896,9,DOWN,6,6
3897,23,DOWN,3,4
3898,16,DOWN,2,2
3899,23,DOWN,1,2
3900,9,UP,24,3
3901,13,DOWN,7,6
3902,24,DOWN,15,2
3903,23,DOWN,11,6
3904,22,DOWN,5,1
3905,13,DOWN,4,6
3906,16,DOWN,9,3
3907,10,UP,11,5
3908,4,DOWN,1,4
3909,17,DOWN,14,5
3910,20,DOWN,1,4
3911,7,UP,11,4
3912,13,DOWN,2,1
3913,18,DOWN,14,3
3914,10,DOWN,2,3
3915,15,UP,17,6
3916,5,UP,22,6
3917,11,DOWN,6,3
3918,1,UP,5,1
3919,2,UP,23,5
3920,13,DOWN,7,2
3921,15,DOWN,4,3
3922,18,DOWN,5,6
3923,21,DOWN,4,1
3924,5,UP,6,2
3925,19,DOWN,12,5
3926,1,UP,20,5
3927,24,DOWN,6,6
3928,20,UP,22,5
3929,11,DOWN,1,4
3930,7,UP,16,6
3931,16,DOWN,7,4
3932,10,DOWN,8,3
3933,24,DOWN,3,4
3934,13,DOWN,3,5
3935,3,UP,4,1
3936,22,DOWN,13,3
3937,3,UP,19,6
3938,11,UP,22,2
3939,3,UP,20,3
3940,7,DOWN,2,3
3941,3,UP,23,4
3942,1,UP,10,5
3943,19,DOWN,6,2
3944,3,UP,21,5
3945,6,UP,8,6
3946,19,UP,22,4
3947,10,UP,16,2
3948,2,UP,21,3
3949,2,DOWN,1,6
3950,8,UP,17,5
3951,19,DOWN,18,2
3952,22,DOWN,17,3
3953,17,DOWN,3,2
3954,13,UP,24,4
3955,6,UP,22,6
3956,9,UP,21,3
3957,16,DOWN,2,5
3958,3,UP,14,5
3959,1,UP,2,2
3960,24,DOWN,8,2
3961,8,UP,10,4
3962,1,UP,13,2
3963,21,DOWN,17,6
3964,16,DOWN,1,4
3965,20,DOWN,10,5
3966,4,UP,17,5
3967,18,DOWN,2,5
3968,24,DOWN,23,3
3969,16,DOWN,6,6
3970,21,DOWN,16,6
3971,8,DOWN,4,2
3972,5,UP,11,2
3973,3,DOWN,2,2
3974,9,UP,17,3
3975,4,UP,5,3
3976,20,DOWN,7,2
3977,1,UP,17,6
3978,17,UP,23,3
3979,6,DOWN,2,4
3980,22,DOWN,7,1
3981,6,DOWN,1,6
3982,21,DOWN,16,2
3983,7,UP,20,1
3984,6,UP,18,3
3985,2,UP,17,3
3986,7,UP,11,2
3987,20,DOWN,7,3
3988,13,DOWN,9,5
3989,11,UP,19,6
3990,23,DOWN,8,5
3991,20,DOWN,16,4
3992,15,DOWN,10,3
3993,16,DOWN,6,2
3994,20,DOWN,11,6
3995,10,DOWN,6,6
3996,6,UP,12,6
3997,12,UP,22,5
3998,21,DOWN,2,3
3999,7,UP,9,2
4000,2,UP,5,6
4001,2,UP,15,3
4002,13,DOWN,5,4
4003,13,DOWN,9,1
4004,21,DOWN,1,5
4005,5,UP,22,4
4006,3,UP,16,5
4007,10,DOWN,5,4
4008,2,UP,17,2
4009,12,UP,24,2
4010,12,UP,21,6
4011,22,DOWN,10,4
4012,22,DOWN,17,5
4013,8,UP,16,6
4014,9,UP,16,6
4015,18,DOWN,1,1
4016,3,UP,13,1
4017,5,UP,8,1
4018,4,UP,15,5
4019,11,DOWN,8,4
4020,24,DOWN,7,2
4021,15,DOWN,12,1
4022,4,DOWN,2,1
4023,6,UP,21,4
4024,3,UP,13,3
4025,20,DOWN,10,1
4026,17,UP,24,2
4027,8,UP,14,3
4028,23,DOWN,22,6
4029,16,UP,23,1
4030,22,DOWN,9,2
4031,19,UP,23,5
4032,3,UP,12,6
4033,23,DOWN,10,4
4034,23,DOWN,11,3
4035,22,DOWN,15,6
4036,17,DOWN,6,5
4037,24,DOWN,7,4
4038,13,UP,23,4
4039,13,UP,18,4
4040,12,DOWN,4,6
4041,9,UP,17,4
4042,21,DOWN,5,6
4043,21,DOWN,13,4
4044,24,DOWN,5,5
4045,18,DOWN,3,3
4046,24,DOWN,20,3
4047,10,UP,18,5
4048,22,DOWN,4,5
4049,9,UP,16,5
4050,24,DOWN,15,5
4051,12,UP,13,1
4052,10,UP,19,4
4053,8,UP,13,1
4054,4,UP,23,3
4055,18,DOWN,14,4
4056,7,UP,19,1
4057,16,DOWN,9,5
4058,7,UP,19,3
4059,21,DOWN,9,1
4060,2,UP,16,4
4061,20,UP,21,5
4062,12,DOWN,11,1
4063,4,UP,10,3
4064,15,DOWN,1,6
4065,19,DOWN,8,2
4066,17,DOWN,1,6
4067,20,DOWN,7,6
4068,16,DOWN,4,3
4069,23,DOWN,2,1
4070,10,DOWN,5,6
4071,21,DOWN,15,3
4072,19,UP,23,6
4073,10,DOWN,5,3
4074,14,DOWN,8,2
4075,7,UP,16,1
4076,17,UP,24,6
4077,21,UP,22,3
4078,14,DOWN,11,5
4079,10,DOWN,8,3
4080,16,UP,17,2
4081,10,DOWN,4,2
4082,8,DOWN,3,2
4083,8,UP,21,2
4084,11,DOWN,8,3
4085,8,UP,18,6
4086,22,DOWN,3,4
4087,12,UP,23,2
4088,19,UP,22,6
4089,14,UP,15,3
4090,16,DOWN,11,3
4091,14,UP,22,5
4092,23,DOWN,1,2
4093,8,DOWN,5,3
4094,24,DOWN,12,6
4095,13,DOWN,4,4
4096,9,UP,12,5
4097,5,UP,11,4
4098,8,UP,23,2
4099,12,UP,20,1
4100,9,UP,23,4
4101,5,UP,15,6
4102,21,DOWN,4,2
4103,19,DOWN,15,6
4104,23,DOWN,14,6
4105,3,UP,8,5
4106,7,UP,17,1
4107,20,DOWN,14,4
4108,23,DOWN,13,1
4109,15,DOWN,1,6
4110,18,DOWN,1,4
4111,13,UP,24,2
4112,14,DOWN,2,6
4113,21,UP,23,2
4114,2,UP,20,1
4115,10,UP,21,6
4116,17,DOWN,6,4
4117,15,DOWN,8,1
4118,5,UP,14,6
4119,8,UP,24,4
4120,2,UP,12,3
4121,4,UP,16,6
4122,21,DOWN,19,6
4123,20,DOWN,16,6
4124,11,UP,15,3
4125,24,DOWN,15,1
4126,19,DOWN,9,3
4127,4,UP,21,5
4128,18,DOWN,11,6
4129,6,UP,19,1
4130,14,DOWN,2,6
4131,6,UP,21,1
4132,10,UP,24,3
4133,17,DOWN,10,2
4134,16,DOWN,7,5
4135,9,DOWN,6,3
4136,7,UP,18,3
4137,12,UP,17,2
4138,8,DOWN,6,6
4139,11,DOWN,2,3
4140,7,DOWN,6,4
4141,19,DOWN,16,5
4142,11,DOWN,3,6
4143,23,DOWN,16,5
4144,16,DOWN,13,5
4145,10,UP,17,5
4146,14,UP,20,1
4147,11,UP,12,4
4148,6,UP,19,1
4149,18,UP,20,4
4150,4,UP,13,5
4151,23,DOWN,4,5
4152,7,UP,9,3
4153,2,UP,7,2
4154,21,DOWN,17,6
4155,7,UP,22,4
4156,14,DOWN,11,5
4157,22,DOWN,6,6
4158,6,UP,22,1
4159,18,UP,24,1
4160,12,UP,14,2
4161,20,DOWN,19,5
4162,18,DOWN,3,1
4163,6,UP,14,5
4164,13,UP,18,3
4165,18,UP,20,2
4166,18,DOWN,9,1
4167,22,DOWN,14,4
4168,20,DOWN,3,4
4169,17,DOWN,12,6
4170,12,UP,17,6
4171,1,UP,2,2
4172,11,UP,14,6
4173,2,UP,13,2
4174,2,UP,12,3
4175,4,UP,15,2
4176,7,DOWN,6,1
4177,23,DOWN,8,2
4178,23,DOWN,4,6
4179,2,UP,12,3
4180,7,DOWN,2,6
4181,19,UP,24,5
4182,13,DOWN,9,5
4183,20,DOWN,6,1
4184,21,DOWN,5,2
4185,6,DOWN,1,2
4186,2,UP,21,2
4187,13,UP,24,5
4188,24,DOWN,8,2
4189,3,UP,19,2
4190,14,DOWN,10,5
4191,8,UP,12,2
4192,15,UP,20,5
4193,1,UP,4,1
4194,2,UP,21,5
4195,7,UP,15,6
4196,5,UP,8,2
4197,5,UP,11,6
4198,2,UP,18,1
4199,15,UP,20,3
4200,11,UP,20,3
4201,14,DOWN,5,1
4202,21,DOWN,13,6
4203,1,UP,22,2
4204,14,UP,18,2
4205,22,DOWN,16,6
4206,19,DOWN,4,5
4207,11,UP,12,5
4208,22,DOWN,2,4
4209,2,UP,19,3
4210,3,UP,5,2
4211,9,UP,22,4
4212,22,DOWN,11,3
4213,14,DOWN,6,6
4214,21,DOWN,4,3
4215,12,UP,16,4
4216,11,UP,19,3
4217,1,UP,18,2
4218,5,DOWN,1,6
4219,13,UP,21,1
4220,14,DOWN,3,5
4221,18,UP,22,4
4222,4,UP,16,3
4223,7,UP,13,6
4224,3,UP,15,4
4225,16,UP,17,6
4226,3,UP,23,5
4227,19,DOWN,11,4
4228,5,DOWN,4,2
4229,15,DOWN,6,2
4230,5,DOWN,2,3
4231,13,DOWN,5,2
4232,23,DOWN,2,6
4233,14,UP,16,3
4234,8,UP,18,2
4235,21,DOWN,9,1
4236,16,UP,17,6
4237,13,UP,18,1
4238,23,DOWN,12,4
4239,9,DOWN,8,6
4240,3,UP,17,4
4241,19,DOWN,10,3
4242,16,UP,21,5
4243,6,UP,10,4
4244,17,DOWN,11,6
4245,13,UP,19,1
4246,21,DOWN,3,6
4247,22,DOWN,13,4
4248,13,UP,20,5
4249,3,UP,5,6
4250,10,UP,22,6
4251,4,DOWN,3,4
4252,11,UP,23,5
4253,13,UP,19,2
4254,18,DOWN,13,6
4255,19,DOWN,8,6
4256,21,DOWN,10,2
4257,10,UP,15,2
4258,5,UP,12,1
4259,4,UP,21,3
4260,19,DOWN,18,5
4261,8,DOWN,5,4
4262,10,UP,22,1
4263,13,UP,18,1
4264,17,DOWN,11,2
4265,2,UP,7,5
4266,2,UP,17,4
4267,1,UP,5,5
4268,14,DOWN,9,2
4269,16,DOWN,3,4
4270,23,DOWN,10,5
4271,9,UP,10,1
4272,4,UP,9,3
4273,24,DOWN,22,2
4274,10,DOWN,1,5
4275,1,UP,14,3
4276,2,UP,22,1
4277,19,DOWN,2,3
4278,23,DOWN,7,2
4279,22,DOWN,21,1
4280,10,UP,14,2
4281,6,UP,11,1
4282,3,UP,13,1
4283,12,DOWN,1,2
4284,7,UP,11,4
4285,17,DOWN,1,6
4286,2,UP,7,4
4287,22,DOWN,11,4
4288,22,DOWN,3,6
4289,3,UP,10,1
4290,20,DOWN,5,2
4291,17,UP,22,6
4292,6,DOWN,4,1
4293,22,UP,23,1
4294,13,UP,24,5
4295,24,DOWN,2,5
4296,12,DOWN,3,3
4297,11,DOWN,1,4
4298,23,DOWN,12,6
4299,20,DOWN,8,2
4300,16,DOWN,15,1
4301,23,DOWN,11,3
4302,14,UP,20,1
4303,3,UP,4,6
4304,22,DOWN,14,1
4305,19,DOWN,15,3
4306,24,DOWN,1,6
4307,2,UP,7,6
4308,9,UP,18,3
4309,6,UP,22,2
4310,19,UP,22,2
4311,5,UP,19,6
4312,17,UP,18,5
4313,1,UP,19,5
4314,18,DOWN,4,2
4315,11,UP,14,2
4316,8,DOWN,5,4
4317,19,DOWN,4,5
4318,11,UP,19,5
4319,2,UP,7,4
4320,16,UP,17,2
4321,5,DOWN,1,3
4322,17,DOWN,4,5
4323,3,UP,21,2
4324,16,DOWN,2,2
4325,23,DOWN,19,6
4326,12,DOWN,4,3
4327,8,UP,13,1
4328,10,UP,24,1
4329,8,DOWN,5,4
4330,6,UP,16,3
4331,14,DOWN,7,1
4332,17,DOWN,15,4
4333,10,UP,14,1
4334,9,UP,17,4
4335,16,DOWN,8,3
4336,8,UP,18,1
4337,16,UP,24,5
4338,20,DOWN,5,3
4339,6,DOWN,3,5
4340,5,UP,20,1
4341,6,UP,19,1
4342,5,UP,10,1
4343,2,DOWN,1,6
4344,4,UP,12,4
4345,3,UP,10,2
4346,9,DOWN,8,5
4347,23,DOWN,1,5
4348,8,DOWN,3,4
4349,13,DOWN,7,2
4350,23,DOWN,10,1
4351,13,DOWN,9,4
4352,20,DOWN,12,4
4353,2,UP,18,2
4354,12,UP,24,1
4355,12,DOWN,10,1
4356,7,UP,8,5
4357,6,UP,19,1
4358,15,DOWN,4,2
4359,12,DOWN,2,3
4360,13,DOWN,12,5
4361,14,DOWN,1,2
4362,13,UP,15,1
4363,21,DOWN,4,4
4364,18,DOWN,9,4
4365,7,UP,10,4
4366,16,DOWN,8,6
4367,1,UP,19,2
4368,9,DOWN,6,3
4369,12,DOWN,11,1
